"threshold","specificity","sensitivity"
0.926622930750372,0.998439937597504,0.378048780487805
0.926922478654533,0.998439937597504,0.365853658536585
0.927389828325981,0.998439937597504,0.353658536585366
0.93566920108416,1,0.353658536585366
0.945794771310904,1,0.341463414634146
0.948362406210572,1,0.329268292682927
0.949193842685071,1,0.317073170731707
0.952579384055943,1,0.304878048780488
0.957975955706536,1,0.292682926829268
0.963417288807695,1,0.280487804878049
0.967108777103868,1,0.268292682926829
0.968667170111381,1,0.25609756097561
0.969859793825169,1,0.24390243902439
0.970516595270472,1,0.231707317073171
0.972040820951659,1,0.219512195121951
0.97408410371378,1,0.207317073170732
0.976649546797257,1,0.195121951219512
0.978391434290017,1,0.182926829268293
0.979235486459501,1,0.170731707317073
0.980781726551841,1,0.158536585365854
0.981855361929083,1,0.146341463414634
0.983867149311538,1,0.134146341463415
0.986162676939585,1,0.121951219512195
0.987745636683091,1,0.109756097560976
0.988969409460939,1,0.0975609756097561
0.990331475788758,1,0.0853658536585366
0.991991843020116,1,0.0731707317073171
0.99263960797499,1,0.0609756097560976
0.992799931916216,1,0.048780487804878
0.995336699309872,1,0.0365853658536585
0.997854086501216,1,0.024390243902439
0.998091989806721,1,0.0121951219512195
Inf,1,0
